"BirdID","ColNestLaying","Date","Time_Since_sun_rise","Colony","Nest","Playback_type","Playback_file","Recording_day","playback","N_chicks","D_chicks","sex","Season","Feeding_visits","BirdID_CNL","exact_age","minimum_age","age_seasons","age_categorical","temperature","wind","class_breeder"
"BH94423","27_11_2017-10-16","2017-11-19",56,"27","11","C",1,3,"six",2,20,"M","2017/2018",3,"BH94423-27_11_2017-10-16",1787,1787,6,"could_breed",13.4,1.9,"parent"
"BH94423","27_11_2017-10-16","2017-11-17",86,"27","11","M",4,1,"six",2,18,"M","2017/2018",2,"BH94423-27_11_2017-10-16",1785,1785,6,"could_breed",7.2,2.7,"parent"
"BH94423","27_11_2017-10-16","2017-11-18",52,"27","11","F",11,2,"six",2,19,"M","2017/2018",2,"BH94423-27_11_2017-10-16",1786,1786,6,"could_breed",11.9,3.6,"parent"
"BH94435","20_23_2019-10-14","2019-11-07",81,"20","23","F",8,3,"five",3,10,"F","2019/2020",5,"BH94435-20_23_2019-10-14",2503,2503,8,"could_breed",20.1,3.1,"parent"
"BH94435","20_23_2019-10-14","2019-11-05",57,"20","23","M",5,1,"five",3,8,"F","2019/2020",4,"BH94435-20_23_2019-10-14",2501,2501,8,"could_breed",25.4,8.3,"parent"
"BH94435","20_23_2019-10-14","2019-11-06",55.0000000000001,"20","23","C",1,2,"five",3,9,"F","2019/2020",4,"BH94435-20_23_2019-10-14",2502,2502,8,"could_breed",19.4,7.3,"parent"
"BH94451","71_5_2017-11-03","2017-12-06",43,"71","5","F",11,3,"one",2,18,"M","2017/2018",2,"BH94451-71_5_2017-11-03",1801,1801,6,"could_breed",15.8,0,"helper"
"BH94451","71_5_2017-11-03","2017-12-03",86,"71","5","C",2,1,"one",3,15,"M","2017/2018",1,"BH94451-71_5_2017-11-03",1798,1798,6,"could_breed",19.8,2.6,"helper"
"BH94451","71_5_2017-11-03","2017-12-05",41,"71","5","M",4,2,"one",2,17,"M","2017/2018",3,"BH94451-71_5_2017-11-03",1800,1800,6,"could_breed",21.1,4.8,"helper"
"BH94485","32_21_2017-12-11","2018-01-11",43,"32","21","C",2,1,"two",2,17,"M","2017/2018",3,"BH94485-32_21_2017-12-11",1828,1828,6,"could_breed",20.8,4.5,"parent"
"BH94485","32_16_2019-12-17","2020-01-09",68,"32","16","C",1,1,"one",3,10,"M","2019/2020",2,"BH94485-32_16_2019-12-17",2556,2556,8,"could_breed",17.8,0,"parent"
"BH94485","32_16_2019-12-17","2020-01-11",50,"32","16","F",8,3,"one",3,12,"M","2019/2020",11,"BH94485-32_16_2019-12-17",2558,2558,8,"could_breed",20.4,4.8,"parent"
"BH94485","32_18_2019-10-21","2019-11-16",92,"32","18","C",1,1,"two",2,12,"M","2019/2020",3,"BH94485-32_18_2019-10-21",2502,2502,8,"could_breed",21.9,3,"helper"
"BH94485","32_21_2017-12-11","2018-01-12",35,"32","21","F",8,2,"two",2,18,"M","2017/2018",9,"BH94485-32_21_2017-12-11",1829,1829,6,"could_breed",19.1,1.7,"parent"
"BH94485","32_18_2019-10-21","2019-11-19",94,"32","18","F",7,2,"two",2,15,"M","2019/2020",4,"BH94485-32_18_2019-10-21",2505,2505,8,"could_breed",21.3,4.1,"helper"
"BH94485","32_16_2019-12-17","2020-01-10",70.9999999999999,"32","16","M",13,2,"one",3,11,"M","2019/2020",9,"BH94485-32_16_2019-12-17",2557,2557,8,"could_breed",19.2,2.6,"parent"
"BH94485","32_21_2017-12-11","2018-01-13",38,"32","21","M",4,3,"two",2,19,"M","2017/2018",7,"BH94485-32_21_2017-12-11",1830,1830,6,"could_breed",19.4,1.9,"parent"
"BH94488","31_37_2017-12-08","2018-01-02",41,"31","37","C",10,1,"one",2,11,"F","2017/2018",3,"BH94488-31_37_2017-12-08",1819,1819,6,"could_breed",12.4,3.1,"parent"
"BH94577","20_11_2017-12-24","2018-01-18",29,"20","11","F",9,3,"five",2,11,"M","2017/2018",9,"BH94577-20_11_2017-12-24",1777,1777,6,"could_breed",18.8,2.1,"parent"
"BH94577","20_11_2017-12-24","2018-01-17",33,"20","11","C",12,2,"five",2,10,"M","2017/2018",9,"BH94577-20_11_2017-12-24",1776,1776,6,"could_breed",20.3,5.8,"parent"
"BH94577","20_11_2017-12-24","2018-01-15",37,"20","11","F",6,1,"five",3,8,"M","2017/2018",4,"BH94577-20_11_2017-12-24",1774,1774,6,"could_breed",22.4,2.1,"parent"
"BH94589","37_58_2019-12-16","2020-01-10",59.9999999999999,"37","58","C",12,3,"four",3,11,"F","2019/2020",8,"BH94589-37_58_2019-12-16",NA,2685,8,"could_breed",19.2,2.6,"parent"
"BH94589","37_58_2017-10-17","2017-11-11",56,"37","58","F",11,2,"six",3,11,"F","2017/2018",3,"BH94589-37_58_2017-10-17",NA,1895,6,"could_breed",14.5,1.6,"parent"
"BH94589","37_58_2017-10-17","2017-11-10",44,"37","58","M",4,1,"six",3,10,"F","2017/2018",7,"BH94589-37_58_2017-10-17",NA,1894,6,"could_breed",13.5,3.4,"parent"
"BH94589","37_58_2017-10-17","2017-11-12",46,"37","58","C",1,3,"six",3,12,"F","2017/2018",4,"BH94589-37_58_2017-10-17",NA,1896,6,"could_breed",18.8,2.5,"parent"
"BH94589","37_58_2019-12-16","2020-01-08",101,"37","58","F",9,1,"four",3,9,"F","2019/2020",12,"BH94589-37_58_2019-12-16",NA,2683,8,"could_breed",18.8,3.4,"parent"
"BH94589","37_58_2019-12-16","2020-01-09",82.9999999999999,"37","58","M",4,2,"four",3,10,"F","2019/2020",4,"BH94589-37_58_2019-12-16",NA,2684,8,"could_breed",17.8,0,"parent"
"BH94602","11_28_2017-10-12","2017-11-03",47,"11","28","C",10,1,"one",1,8,"M","2017/2018",2,"BH94602-11_28_2017-10-12",1453,1453,5,"could_breed",18.9,3.5,"parent"
"BH94602","11_20_2017-12-25","2018-01-22",31,"11","20","M",4,1,"five",1,13,"M","2017/2018",1,"BH94602-11_20_2017-12-25",1533,1533,5,"could_breed",20.2,2.8,"helper"
"BH94602","11_28_2017-10-12","2017-11-06",42,"11","28","F",9,3,"one",1,11,"M","2017/2018",6,"BH94602-11_28_2017-10-12",1456,1456,5,"could_breed",17.5,1.3,"parent"
"BH94602","11_28_2017-10-12","2017-11-04",42,"11","28","M",5,2,"one",1,9,"M","2017/2018",3,"BH94602-11_28_2017-10-12",1454,1454,5,"could_breed",22.6,3.1,"parent"
"BH94604","11_37_2017-12-24","2018-01-23",40,"11","37","C",1,2,"five",3,16,"M","2017/2018",3,"BH94604-11_37_2017-12-24",1534,1534,5,"could_breed",13.9,0,"helper"
"BH94604","11_37_2017-12-24","2018-01-24",34,"11","37","F",7,3,"five",3,17,"M","2017/2018",5,"BH94604-11_37_2017-12-24",1535,1535,5,"could_breed",17.5,0,"helper"
"BH94604","11_37_2017-12-24","2018-01-22",31,"11","37","M",4,1,"five",3,15,"M","2017/2018",4,"BH94604-11_37_2017-12-24",1533,1533,5,"could_breed",20.2,2.8,"helper"
"BH94612","8_76_2019-11-18","2019-12-11",107,"8","76","M",13,1,"five",2,8,"M","2019/2020",11,"BH94612-8_76_2019-11-18",2221,2221,7,"could_breed",17.4,0,"parent"
"BH94612","8_76_2019-11-18","2019-12-12",64,"8","76","C",10,2,"five",2,9,"M","2019/2020",5,"BH94612-8_76_2019-11-18",2222,2222,7,"could_breed",16.8,2.8,"parent"
"BH94612","8_76_2019-11-18","2019-12-13",79.0000000000001,"8","76","F",6,3,"five",2,10,"M","2019/2020",10,"BH94612-8_76_2019-11-18",2223,2223,7,"could_breed",20.1,6.2,"parent"
"BH94614","8_63_2019-10-10","2019-11-02",71,"8","63","M",4,2,"four",3,9,"M","2019/2020",9,"BH94614-8_63_2019-10-10",2182,2182,7,"could_breed",19.7,5.3,"parent"
"BH94614","8_63_2019-10-10","2019-11-03",75,"8","63","C",1,3,"four",3,10,"M","2019/2020",3,"BH94614-8_63_2019-10-10",2183,2183,7,"could_breed",22.5,0,"parent"
"BH94635","37_18_2017-10-16","2017-11-12",46,"37","18","C",1,3,"six",1,12,"M","2017/2018",3,"BH94635-37_18_2017-10-16",1460,1460,5,"could_breed",18.8,2.5,"parent"
"BH94635","37_18_2017-10-16","2017-11-10",44,"37","18","M",4,1,"six",1,10,"M","2017/2018",2,"BH94635-37_18_2017-10-16",1458,1458,5,"could_breed",13.5,3.4,"parent"
"BH94635","37_18_2017-10-16","2017-11-11",56,"37","18","F",11,2,"six",1,11,"M","2017/2018",2,"BH94635-37_18_2017-10-16",1459,1459,5,"could_breed",14.5,1.6,"parent"
"BH94647","37_17_2017-10-16","2017-11-11",56,"37","17","F",11,2,"six",3,10,"M","2017/2018",1,"BH94647-37_17_2017-10-16",1457,1457,5,"could_breed",14.5,1.6,"helper"
"BH94653","11_24_2017-10-11","2017-11-03",47,"11","24","C",10,1,"one",2,9,"M","2017/2018",1,"BH94653-11_24_2017-10-11",1449,1449,5,"could_breed",18.9,3.5,"parent"
"BH94653","11_24_2017-10-11","2017-11-04",42,"11","24","M",5,2,"one",2,10,"M","2017/2018",1,"BH94653-11_24_2017-10-11",1450,1450,5,"could_breed",22.6,3.1,"parent"
"BH94653","11_24_2017-10-11","2017-11-06",42,"11","24","F",9,3,"one",2,12,"M","2017/2018",4,"BH94653-11_24_2017-10-11",1452,1452,5,"could_breed",17.5,1.3,"parent"
"BH94676","21_8_2017-12-24","2018-01-21",36,"21","8","F",6,3,"three",2,14,"F","2017/2018",4,"BH94676-21_8_2017-12-24",NA,1886,6,"could_breed",21.4,6.7,"parent"
"BH94676","21_8_2017-12-24","2018-01-20",31,"21","8","C",12,2,"three",2,13,"F","2017/2018",5,"BH94676-21_8_2017-12-24",NA,1885,6,"could_breed",19,5,"parent"
"BH94676","21_8_2017-12-24","2018-01-19",39,"21","8","F",7,1,"three",2,12,"F","2017/2018",3,"BH94676-21_8_2017-12-24",NA,1884,6,"could_breed",17,1.6,"parent"
"BH94678","20_23_2019-10-14","2019-11-07",81,"20","23","F",8,3,"five",3,10,"M","2019/2020",9,"BH94678-20_23_2019-10-14",2140,2140,7,"could_breed",20.1,3.1,"parent"
"BH94678","20_23_2019-10-14","2019-11-06",55.0000000000001,"20","23","C",1,2,"five",3,9,"M","2019/2020",6,"BH94678-20_23_2019-10-14",2139,2139,7,"could_breed",19.4,7.3,"parent"
"BH94678","20_23_2019-10-14","2019-11-05",57,"20","23","M",5,1,"five",3,8,"M","2019/2020",2,"BH94678-20_23_2019-10-14",2138,2138,7,"could_breed",25.4,8.3,"parent"
"BH94720","31_46_2019-10-20","2019-11-14",79,"31","46","C",2,2,"three",3,11,"M","2019/2020",14,"BH94720-31_46_2019-10-20",2189,2189,7,"could_breed",18,4.5,"parent"
"BH94720","31_46_2019-10-20","2019-11-15",114,"31","46","M",13,3,"three",3,12,"M","2019/2020",15,"BH94720-31_46_2019-10-20",2190,2190,7,"could_breed",16.8,3.2,"parent"
"BH94720","31_6A_2017-12-12","2018-01-02",41,"31","6A","C",10,1,"one",3,7,"M","2017/2018",2,"BH94720-31_6A_2017-12-12",1508,1508,5,"could_breed",12.4,3.1,"parent"
"BH94757","37_18_2019-12-15","2020-01-08",101,"37","18","F",9,1,"four",3,10,"M","2019/2020",6,"BH94757-37_18_2019-12-15",2184,2184,7,"could_breed",18.8,3.4,"parent"
"BH94757","37_18_2019-12-15","2020-01-10",59.9999999999999,"37","18","C",12,3,"four",3,12,"M","2019/2020",5,"BH94757-37_18_2019-12-15",2186,2186,7,"could_breed",19.2,2.6,"parent"
"BH94757","37_18_2019-12-15","2020-01-09",82.9999999999999,"37","18","M",4,2,"four",3,11,"M","2019/2020",5,"BH94757-37_18_2019-12-15",2185,2185,7,"could_breed",17.8,0,"parent"
"BH94762","20_1_2019-10-12","2019-11-05",57,"20","1","M",5,1,"five",1,9,"F","2019/2020",2,"BH94762-20_1_2019-10-12",2118,2118,7,"could_breed",25.4,8.3,"parent"
"BH94762","20_1_2019-10-12","2019-11-06",55.0000000000001,"20","1","C",1,2,"five",1,10,"F","2019/2020",3,"BH94762-20_1_2019-10-12",2119,2119,7,"could_breed",19.4,7.3,"parent"
"BH94762","20_1_2019-10-12","2019-11-07",81,"20","1","F",8,3,"five",1,11,"F","2019/2020",4,"BH94762-20_1_2019-10-12",2120,2120,7,"could_breed",20.1,3.1,"parent"
"BH94776","2_2_2017-09-27","2017-11-01",64,"2","2","C",1,3,"four",1,20,"F","2017/2018",3,"BH94776-2_2_2017-09-27",1380,1380,5,"could_breed",23.3,2.4,"parent"
"BH94776","2_5_2019-10-21","2019-11-17",93,"2","5","F",11,3,"one",3,14,"F","2019/2020",6,"BH94776-2_5_2019-10-21",2126,2126,7,"could_breed",24.3,5.7,"parent"
"BH94776","2_2_2017-09-27","2017-10-31",48,"2","2","F",6,2,"four",1,19,"F","2017/2018",5,"BH94776-2_2_2017-09-27",1379,1379,5,"could_breed",16.5,2.1,"parent"
"BH94776","2_5_2019-10-21","2019-11-15",80,"2","5","C",12,1,"one",3,12,"F","2019/2020",6,"BH94776-2_5_2019-10-21",2124,2124,7,"could_breed",16.8,3.2,"parent"
"BH94776","2_5_2019-10-21","2019-11-16",100,"2","5","M",13,2,"one",3,13,"F","2019/2020",6,"BH94776-2_5_2019-10-21",2125,2125,7,"could_breed",21.9,3,"parent"
"BH94781","20_17_2017-12-25","2018-01-17",33,"20","17","C",12,2,"five",2,9,"M","2017/2018",7,"BH94781-20_17_2017-12-25",1457,1457,5,"could_breed",20.3,5.8,"parent"
"BH94781","20_17_2017-12-25","2018-01-18",29,"20","17","F",9,3,"five",2,10,"M","2017/2018",5,"BH94781-20_17_2017-12-25",1458,1458,5,"could_breed",18.8,2.1,"parent"
"BH94781","20_17_2017-12-25","2018-01-15",37,"20","17","F",6,1,"five",3,7,"M","2017/2018",7,"BH94781-20_17_2017-12-25",1455,1455,5,"could_breed",22.4,2.1,"parent"
"BH94782","20_16_2017-12-25","2018-01-17",33,"20","16","C",12,2,"five",2,9,"M","2017/2018",7,"BH94782-20_16_2017-12-25",1457,1457,5,"could_breed",20.3,5.8,"parent"
"BH94782","20_16_2017-12-25","2018-01-15",37,"20","16","F",6,1,"five",3,7,"M","2017/2018",2,"BH94782-20_16_2017-12-25",1455,1455,5,"could_breed",22.4,2.1,"parent"
"BH94782","20_16_2017-12-25","2018-01-18",29,"20","16","F",9,3,"five",2,10,"M","2017/2018",5,"BH94782-20_16_2017-12-25",1458,1458,5,"could_breed",18.8,2.1,"parent"
"BH94791","31_37_2017-12-08","2018-01-02",41,"31","37","C",10,1,"one",2,11,"M","2017/2018",2,"BH94791-31_37_2017-12-08",1441,1441,5,"could_breed",12.4,3.1,"parent"
"BH94794","8_20_2019-11-16","2019-12-11",107,"8","20","M",13,1,"five",2,11,"M","2019/2020",6,"BH94794-8_20_2019-11-16",2149,2149,7,"could_breed",17.4,0,"parent"
"BH94794","8_20_2019-11-16","2019-12-13",79.0000000000001,"8","20","F",6,3,"five",2,13,"M","2019/2020",2,"BH94794-8_20_2019-11-16",2151,2151,7,"could_breed",20.1,6.2,"parent"
"BH94796","8_61_2019-10-07","2019-11-02",71,"8","61","M",4,2,"four",3,12,"M","2019/2020",1,"BH94796-8_61_2019-10-07",2110,2110,7,"could_breed",19.7,5.3,"helper"
"BH94856","8_69_2019-11-18","2019-12-12",64,"8","69","C",10,2,"five",3,10,"M","2019/2020",11,"BH94856-8_69_2019-11-18",2558,2558,8,"could_breed",16.8,2.8,"parent"
"BH94856","8_69_2019-11-18","2019-12-11",107,"8","69","M",13,1,"five",3,9,"M","2019/2020",12,"BH94856-8_69_2019-11-18",2557,2557,8,"could_breed",17.4,0,"parent"
"BH94856","8_69_2019-11-18","2019-12-13",79.0000000000001,"8","69","F",6,3,"five",3,11,"M","2019/2020",10,"BH94856-8_69_2019-11-18",2559,2559,8,"could_breed",20.1,6.2,"parent"
"BH94866","20_1_2019-10-12","2019-11-05",57,"20","1","M",5,1,"five",1,9,"M","2019/2020",3,"BH94866-20_1_2019-10-12",2514,2514,8,"could_breed",25.4,8.3,"parent"
"BH94866","20_1_2019-10-12","2019-11-06",55.0000000000001,"20","1","C",1,2,"five",1,10,"M","2019/2020",3,"BH94866-20_1_2019-10-12",2515,2515,8,"could_breed",19.4,7.3,"parent"
"BH94879","31_18_2017-12-07","2018-01-04",42,"31","18","F",9,3,"one",2,14,"M","2017/2018",3,"BH94879-31_18_2017-12-07",1842,1842,6,"could_breed",20.2,7.1,"parent"
"BH94879","31_18_2017-12-07","2018-01-03",41,"31","18","M",5,2,"one",2,13,"M","2017/2018",6,"BH94879-31_18_2017-12-07",1841,1841,6,"could_breed",14.9,1.6,"parent"
"BH94879","31_18_2017-12-07","2018-01-02",41,"31","18","C",10,1,"one",2,12,"M","2017/2018",5,"BH94879-31_18_2017-12-07",1840,1840,6,"could_breed",12.4,3.1,"parent"
"BJ09613","11_37_2017-12-24","2018-01-24",34,"11","37","F",7,3,"five",3,17,"M","2017/2018",3,"BJ09613-11_37_2017-12-24",1331,1331,5,"could_breed",17.5,0,"helper"
"BJ09613","11_37_2017-12-24","2018-01-23",40,"11","37","C",1,2,"five",3,16,"M","2017/2018",2,"BJ09613-11_37_2017-12-24",1330,1330,5,"could_breed",13.9,0,"helper"
"BJ09613","11_37_2017-12-24","2018-01-22",31,"11","37","M",4,1,"five",3,15,"M","2017/2018",4,"BJ09613-11_37_2017-12-24",1329,1329,5,"could_breed",20.2,2.8,"helper"
"BJ09617","11_11_2017-10-10","2017-11-03",47,"11","11","C",10,1,"one",3,9,"M","2017/2018",8,"BJ09617-11_11_2017-10-10",1248,1248,5,"could_breed",18.9,3.5,"parent"
"BJ09617","11_11_2017-10-10","2017-11-06",42,"11","11","F",9,3,"one",3,12,"M","2017/2018",13,"BJ09617-11_11_2017-10-10",1251,1251,5,"could_breed",17.5,1.3,"parent"
"BJ09617","11_11_2017-10-10","2017-11-04",42,"11","11","M",5,2,"one",3,10,"M","2017/2018",8,"BJ09617-11_11_2017-10-10",1249,1249,5,"could_breed",22.6,3.1,"parent"
"BJ09618","11_24_2017-10-11","2017-11-03",47,"11","24","C",10,1,"one",2,9,"M","2017/2018",1,"BJ09618-11_24_2017-10-11",1248,1248,5,"could_breed",18.9,3.5,"helper"
"BJ09618","11_24_2017-10-11","2017-11-04",42,"11","24","M",5,2,"one",2,10,"M","2017/2018",3,"BJ09618-11_24_2017-10-11",1249,1249,5,"could_breed",22.6,3.1,"helper"
"BJ09618","11_24_2017-10-11","2017-11-06",42,"11","24","F",9,3,"one",2,12,"M","2017/2018",5,"BJ09618-11_24_2017-10-11",1251,1251,5,"could_breed",17.5,1.3,"helper"
"BJ09647","41_11_2019-12-16","2020-01-10",96.9999999999999,"41","11","F",6,2,"two",3,11,"F","2019/2020",6,"BJ09647-41_11_2019-12-16",2038,2038,7,"could_breed",19.2,2.6,"parent"
"BJ09647","41_11_2019-12-16","2020-01-08",69,"41","11","C",12,1,"two",3,9,"F","2019/2020",6,"BJ09647-41_11_2019-12-16",2036,2036,7,"could_breed",18.8,3.4,"parent"
"BJ09647","41_11_2019-12-16","2020-01-11",56,"41","11","M",5,3,"two",3,12,"F","2019/2020",6,"BJ09647-41_11_2019-12-16",2039,2039,7,"could_breed",20.4,4.8,"parent"
"BJ09652","2_41_2017-10-05","2017-10-31",48,"2","41","F",6,2,"four",2,11,"M","2017/2018",3,"BJ09652-2_41_2017-10-05",NA,1533,5,"could_breed",16.5,2.1,"parent"
"BJ09652","2_42_2019-10-22","2019-11-17",93,"2","42","F",11,3,"one",3,13,"M","2019/2020",5,"BJ09652-2_42_2019-10-22",NA,2280,7,"could_breed",24.3,5.7,"parent"
"BJ09652","2_42_2019-10-22","2019-11-16",100,"2","42","M",13,2,"one",3,12,"M","2019/2020",7,"BJ09652-2_42_2019-10-22",NA,2279,7,"could_breed",21.9,3,"parent"
"BJ09652","2_41_2017-10-05","2017-11-01",64,"2","41","C",1,3,"four",2,12,"M","2017/2018",5,"BJ09652-2_41_2017-10-05",NA,1534,5,"could_breed",23.3,2.4,"parent"
"BJ09652","2_41_2017-10-05","2017-10-30",44,"2","41","F",3,1,"four",2,10,"M","2017/2018",8,"BJ09652-2_41_2017-10-05",NA,1532,5,"could_breed",16,5.5,"parent"
"BJ09652","2_42_2019-10-22","2019-11-15",80,"2","42","C",12,1,"one",3,11,"M","2019/2020",9,"BJ09652-2_42_2019-10-22",NA,2278,7,"could_breed",16.8,3.2,"parent"
"BJ09654","7_11_2017-12-15","2018-01-08",44,"7","11","F",7,1,"three",3,11,"M","2017/2018",8,"BJ09654-7_11_2017-12-15",NA,1601,5,"could_breed",22.7,4.6,"parent"
"BJ09654","7_11_2017-12-15","2018-01-09",36,"7","11","C",12,2,"three",2,12,"M","2017/2018",8,"BJ09654-7_11_2017-12-15",NA,1602,5,"could_breed",13,2.7,"parent"
"BJ09654","7_11_2017-12-15","2018-01-10",31,"7","11","F",6,3,"three",2,13,"M","2017/2018",16,"BJ09654-7_11_2017-12-15",NA,1603,5,"could_breed",15.7,2.9,"parent"
"BJ09655","7_11_2017-12-15","2018-01-09",36,"7","11","C",12,2,"three",2,12,"F","2017/2018",5,"BJ09655-7_11_2017-12-15",NA,1602,5,"could_breed",13,2.7,"parent"
"BJ09655","7_11_2017-12-15","2018-01-08",44,"7","11","F",7,1,"three",3,11,"F","2017/2018",6,"BJ09655-7_11_2017-12-15",NA,1601,5,"could_breed",22.7,4.6,"parent"
"BJ09655","7_11_2017-12-15","2018-01-10",31,"7","11","F",6,3,"three",2,13,"F","2017/2018",3,"BJ09655-7_11_2017-12-15",NA,1603,5,"could_breed",15.7,2.9,"parent"
"BJ09660","7_31_2018-02-02","2018-02-25",36,"7","31","M",4,3,"six",3,8,"M","2017/2018",4,"BJ09660-7_31_2018-02-02",NA,1647,5,"could_breed",12.4,4,"helper"
"BJ09660","7_31_2018-02-02","2018-02-23",32,"7","31","C",2,1,"six",3,6,"M","2017/2018",1,"BJ09660-7_31_2018-02-02",NA,1645,5,"could_breed",18.7,3.9,"helper"
"BJ09660","7_31_2018-02-02","2018-02-24",43,"7","31","F",3,2,"six",3,7,"M","2017/2018",3,"BJ09660-7_31_2018-02-02",NA,1646,5,"could_breed",19.8,5.8,"helper"
"BJ09664","31_18_2017-12-07","2018-01-02",41,"31","18","C",10,1,"one",2,12,"F","2017/2018",2,"BJ09664-31_18_2017-12-07",NA,1592,5,"could_breed",12.4,3.1,"parent"
"BJ09664","31_18_2017-12-07","2018-01-04",42,"31","18","F",9,3,"one",2,14,"F","2017/2018",3,"BJ09664-31_18_2017-12-07",NA,1594,5,"could_breed",20.2,7.1,"parent"
"BJ09664","31_18_2017-12-07","2018-01-03",41,"31","18","M",5,2,"one",2,13,"F","2017/2018",5,"BJ09664-31_18_2017-12-07",NA,1593,5,"could_breed",14.9,1.6,"parent"
"BJ09683","43_9_2017-12-07","2017-12-31",38,"43","9","C",12,2,"five",2,9,"M","2017/2018",4,"BJ09683-43_9_2017-12-07",NA,1573,5,"could_breed",18.1,1.6,"parent"
"BJ09683","43_9_2017-12-07","2018-01-01",44,"43","9","F",9,3,"five",2,10,"M","2017/2018",3,"BJ09683-43_9_2017-12-07",NA,1574,5,"could_breed",19.1,4.5,"parent"
"BJ09683","43_9_2017-12-07","2017-12-30",39,"43","9","F",6,1,"five",2,8,"M","2017/2018",2,"BJ09683-43_9_2017-12-07",NA,1572,5,"could_breed",16.3,0,"parent"
"BJ09687","27_44_2017-10-18","2017-11-18",52,"27","44","F",11,2,"six",3,16,"M","2017/2018",7,"BJ09687-27_44_2017-10-18",1153,1153,4,"could_breed",11.9,3.6,"parent"
"BJ09687","27_12_2019-10-10","2019-11-01",91,"27","12","M",5,3,"three",3,9,"M","2019/2020",6,"BJ09687-27_12_2019-10-10",1866,1866,6,"could_breed",17.7,2.8,"parent"
"BJ09687","27_44_2017-10-18","2017-11-19",56,"27","44","C",1,3,"six",3,17,"M","2017/2018",6,"BJ09687-27_44_2017-10-18",1154,1154,4,"could_breed",13.4,1.9,"parent"
"BJ09687","27_44_2017-10-18","2017-11-17",86,"27","44","M",4,1,"six",3,15,"M","2017/2018",5,"BJ09687-27_44_2017-10-18",1152,1152,4,"could_breed",7.2,2.7,"parent"
"BJ09687","27_12_2019-10-10","2019-10-30",78,"27","12","F",11,1,"three",3,7,"M","2019/2020",5,"BJ09687-27_12_2019-10-10",1864,1864,6,"could_breed",13.5,0,"parent"
"BJ09700","42_24_2017-12-08","2018-01-07",37,"42","24","F",9,3,"five",2,16,"F","2017/2018",5,"BJ09700-42_24_2017-12-08",1183,1183,4,"could_breed",18.4,1.3,"parent"
"BJ09700","42_24_2017-12-08","2018-01-06",45,"42","24","C",12,2,"five",2,15,"F","2017/2018",1,"BJ09700-42_24_2017-12-08",1182,1182,4,"could_breed",20.2,1.9,"parent"
"BJ09700","42_24_2017-12-08","2018-01-05",42,"42","24","F",6,1,"five",2,14,"F","2017/2018",10,"BJ09700-42_24_2017-12-08",1181,1181,4,"could_breed",18.5,1.3,"parent"
"BJ09703","11_28_2017-10-12","2017-11-06",42,"11","28","F",9,3,"one",1,11,"M","2017/2018",2,"BJ09703-11_28_2017-10-12",1121,1121,4,"could_breed",17.5,1.3,"helper"
"BJ09715","42_14_2019-12-13","2020-01-06",60.9999999999999,"42","14","F",7,3,"one",4,11,"F","2019/2020",12,"BJ09715-42_14_2019-12-13",1910,1910,6,"could_breed",23.9,2.8,"parent"
"BJ09715","42_14_2019-12-13","2020-01-05",76,"42","14","M",13,2,"one",4,10,"F","2019/2020",10,"BJ09715-42_14_2019-12-13",1909,1909,6,"could_breed",20.6,3.8,"parent"
"BJ09715","42_14_2019-12-13","2020-01-04",75,"42","14","C",10,1,"one",4,9,"F","2019/2020",6,"BJ09715-42_14_2019-12-13",1908,1908,6,"could_breed",22.4,6.9,"parent"
"BJ09721","11_24_2017-10-11","2017-11-04",42,"11","24","M",5,2,"one",2,10,"M","2017/2018",2,"BJ09721-11_24_2017-10-11",1116,1116,4,"could_breed",22.6,3.1,"helper"
"BJ09721","11_24_2017-10-11","2017-11-06",42,"11","24","F",9,3,"one",2,12,"M","2017/2018",5,"BJ09721-11_24_2017-10-11",1118,1118,4,"could_breed",17.5,1.3,"helper"
"BJ09723","27_44_2017-10-18","2017-11-18",52,"27","44","F",11,2,"six",3,16,"F","2017/2018",6,"BJ09723-27_44_2017-10-18",1129,1129,4,"could_breed",11.9,3.6,"parent"
"BJ09723","27_44_2017-10-18","2017-11-17",86,"27","44","M",4,1,"six",3,15,"F","2017/2018",2,"BJ09723-27_44_2017-10-18",1128,1128,4,"could_breed",7.2,2.7,"parent"
"BJ09723","27_44_2017-10-18","2017-11-19",56,"27","44","C",1,3,"six",3,17,"F","2017/2018",6,"BJ09723-27_44_2017-10-18",1130,1130,4,"could_breed",13.4,1.9,"parent"
"BJ09725","7_9_2017-12-11","2018-01-08",44,"7","9","F",7,1,"three",2,14,"F","2017/2018",3,"BJ09725-7_9_2017-12-11",1180,1180,4,"could_breed",22.7,4.6,"parent"
"BJ09725","7_20_2019-12-14","2020-01-05",55.9999999999999,"7","20","F",3,1,"three",4,8,"F","2019/2020",6,"BJ09725-7_20_2019-12-14",1907,1907,6,"could_breed",17.5,4.5,"parent"
"BJ09725","7_20_2019-12-14","2020-01-08",69,"7","20","M",5,3,"three",4,11,"F","2019/2020",5,"BJ09725-7_20_2019-12-14",1910,1910,6,"could_breed",18.8,3.4,"parent"
"BJ09725","7_20_2019-12-14","2020-01-06",65.0000000000001,"7","20","C",2,2,"three",4,9,"F","2019/2020",5,"BJ09725-7_20_2019-12-14",1908,1908,6,"could_breed",23.9,2.8,"parent"
